Community_ID,Name,CGN_Generic,County,Region,Latitude,Longitude,Status,Defer_Reason,Data_Sources
NB-C-0001,Aboushagan Road,Locality,Westmorland,Greater Moncton & Southeast,45.98466,-64.352993,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0331,Cherry Burton,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,45.900299,-64.479986,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0332,Cherry Hill,Dispersed Rural Community,Queens,Capital & River Valley,45.793728,-66.033825,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0333,Cherryfield,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.138495,-64.803274,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0334,Cherryvale,Dispersed Rural Community,Queens,Capital & River Valley,46.058384,-65.480169,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0335,Chester,Dispersed Rural Community,Saint John,Fundy & Greater Saint John,45.353785,-65.560065,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0336,Chester,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.779111,-64.731152,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0337,Cheyne Settlement,Locality,Kings,Fundy & Greater Saint John,45.434148,-66.235334,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0338,Chiasson,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,47.73907,-64.623491,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0339,Chockpish,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.57171,-64.735136,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0340,Chocolate Cove,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,44.94801,-66.985539,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0341,Christie Ridge,Dispersed Rural Community,York,Capital & River Valley,45.636149,-67.154944,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0342,Christopher,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,47.9333333,-66.8,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0343,Church Hill,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.748025,-65.110973,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0344,Churchill Heights,Suburban Community,Saint John,Fundy & Greater Saint John,45.237718,-66.120673,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0345,Churchland Road,Dispersed Rural Community,Saint John,Fundy & Greater Saint John,45.34991,-65.93036,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0346,Churchs Corner,Locality,Albert,Greater Moncton & Southeast,45.75678,-65.07575,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0347,Ciquart,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.5,-68.3,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0348,Clair,Urban Community,Madawaska,Northwest & Madawaska,47.252649,-68.603364,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0349,Claire-Fontaine,Locality,Kent,Greater Moncton & Southeast,46.836091,-64.991875,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0350,Clairville,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.382985,-65.100434,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0351,Clarence Ridge,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.324643,-67.005596,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0352,Clarks Corners,Dispersed Rural Community,Queens,Capital & River Valley,45.945721,-66.133729,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0353,Clarkville,Dispersed Rural Community,York,Capital & River Valley,46.128304,-67.370983,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0354,Clearview,Dispersed Rural Community,Carleton,Capital & River Valley,46.579043,-67.723354,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0355,Clifton,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,47.727696,-65.39214,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0356,Clifton Royal,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.449518,-66.002317,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0357,Clover Hill,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.57171,-65.583501,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0358,Cloverdale,Dispersed Rural Community,Carleton,Capital & River Valley,46.292797,-67.356283,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0359,Coal Branch,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.355612,-65.149533,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0360,Coal Creek,Dispersed Rural Community,Queens,Capital & River Valley,46.099158,-65.881942,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0361,Coates Mills,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.370867,-64.874489,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0362,Coburg,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.024608,-64.117848,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0363,Coburn,Dispersed Rural Community,York,Capital & River Valley,45.677366,-67.056787,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0364,Cocagne Cove,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.334351,-64.559466,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0365,Cocagne-Nord,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.330388,-64.666852,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0366,Cocagne-Sud,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.321648,-64.628797,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0367,Cochrane Corner,Locality,Kings,Fundy & Greater Saint John,45.484528,-66.156167,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0368,Codiac Heights,Urban Community,Westmorland,Greater Moncton & Southeast,46.066667,-64.85,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0369,Codys,Dispersed Rural Community,Queens,Capital & River Valley,45.874943,-65.827462,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0370,Coldbrook,Suburban Community,Saint John,Fundy & Greater Saint John,45.316399,-66.039346,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0371,Coldstream,Dispersed Rural Community,Carleton,Capital & River Valley,46.34052,-67.464724,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0372,Colebrooke Settlement,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,47.937295,-66.726685,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0373,Colebrooke West,Dispersed Rural Community,Victoria,Northwest & Madawaska,47.035357,-67.77357,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0374,Coleraine,Dispersed Rural Community,Saint John,Fundy & Greater Saint John,45.302752,-65.687105,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0375,Coles Island,Dispersed Rural Community,Queens,Capital & River Valley,45.918497,-65.789078,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0376,Coles Island,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,45.891769,-64.321154,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0377,College Bridge,Urban Community,Westmorland,Greater Moncton & Southeast,45.979773,-64.546652,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0378,Collette,Dispersed Rural Community,Northumberland,Miramichi River Region,46.777729,-65.458315,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0379,Collette-Village,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.502028,-64.72249,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0380,Collina,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.778835,-65.670302,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0381,Colpitts,Suburban Community,Saint John,Fundy & Greater Saint John,45.225679,-66.166947,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0382,Colpitts Settlement,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.983361,-64.970227,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0383,Comeau Point,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.16555,-64.154288,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0384,Comeau Ridge,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.149933,-67.69025,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0385,Comeau Settlement,Suburban Community,Northumberland,Miramichi River Region,47.282872,-65.038689,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0386,Concession-de-Baker-Brook,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.346276,-68.554274,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0387,Concession-des-Bouchard,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.263769,-68.69687,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0388,Concession-des-Jaunes,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.2333,-68.8,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0389,Concession-des-Lang,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.283333,-68.633333,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0390,Concession-des-Ouellette,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.322968,-68.592252,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0391,Concession-des-Vasseur,Locality,Madawaska,Northwest & Madawaska,47.273603,-68.655299,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0392,Concession-des-Viel,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.253938,-68.759359,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0393,Connell,Dispersed Rural Community,Carleton,Capital & River Valley,46.401759,-67.610699,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0394,Connors,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.211239,-68.822834,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0395,Cooks Brook,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.13466,-64.691475,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0396,Cookville,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.040079,-64.333551,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0397,Coombes Road,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.19368,-67.769372,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0398,Cork,Dispersed Rural Community,York,Capital & River Valley,45.713818,-66.929157,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0399,Cormier Cove,Urban Community,Westmorland,Greater Moncton & Southeast,45.959964,-64.569008,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0400,Cormier-Village,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.172086,-64.351934,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0401,Cormierville,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.407466,-64.620955,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0402,Cornhill,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.910784,-65.345466,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0403,Cornhill East,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.914828,-65.305533,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0404,Cosman Settlement,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.903233,-65.458395,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0405,Costigan,Dispersed Rural Community,Victoria,Northwest & Madawaska,46.900621,-67.750808,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0406,Coteau Road,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,47.835917,-64.557713,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0407,Coughlan,Dispersed Rural Community,Northumberland,Miramichi River Region,46.766667,-65.766667,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0408,Covedell,Dispersed Rural Community,Northumberland,Miramichi River Region,47.3146,-65.014848,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0409,Cowans Creek,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,47.656073,-64.910301,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0410,Cox Point,Dispersed Rural Community,Queens,Capital & River Valley,46.025502,-65.969564,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0411,Coytown,Dispersed Rural Community,Queens,Capital & River Valley,45.834853,-66.202861,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0412,Crafts Cove,Dispersed Rural Community,Queens,Capital & River Valley,45.733381,-66.001986,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0413,Craigville,Urban Community,Northumberland,Miramichi River Region,46.968607,-65.535086,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0414,Creek Road,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.933333,-65.383333,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0415,Crocker Hill,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.191018,-67.256487,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0416,Crockets Corner,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.786933,-65.344998,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0417,Crombie Settlement,Dispersed Rural Community,Victoria,Northwest & Madawaska,46.946898,-67.494605,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0418,Cross Creek,Dispersed Rural Community,York,Capital & River Valley,46.308658,-66.71855,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0419,Cross Roads,Urban Community,Northumberland,Miramichi River Region,47.015254,-65.585216,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0420,Cross Roads,Suburban Community,Gloucester,Acadian Peninsula & Chaleur,47.640116,-65.685836,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0421,Crow Harbour,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.099834,-66.624096,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0422,Crystal Beach,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.363998,-66.211187,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0423,Culligan,Urban Community,Gloucester,Acadian Peninsula & Chaleur,47.916383,-65.924898,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0424,Cumberland Bay,Dispersed Rural Community,Queens,Capital & River Valley,46.036216,-65.865148,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0425,Cummings Cove,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,44.944691,-66.990269,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0426,Currie,Dispersed Rural Community,Victoria,Northwest & Madawaska,46.767099,-67.589611,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0427,Currie Road,Dispersed Rural Community,Victoria,Northwest & Madawaska,46.871137,-67.580733,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0428,Currieburg,Dispersed Rural Community,York,Capital & River Valley,46.302489,-66.818382,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0429,Curryville,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.839351,-64.633529,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0430,Curtis Park,Urban Community,Northumberland,Miramichi River Region,47.018738,-65.444294,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0431,Curventon,Dispersed Rural Community,Northumberland,Miramichi River Region,47.052534,-65.828917,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0432,Cyr Junction,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.129082,-67.890324,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0433,Côte-Sainte-Anne,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.578807,-64.722885,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0434,Côte-d'Or,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.350978,-64.620038,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0435,Dalhousie Junction,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,48.043273,-66.502785,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0436,Damascus,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.461999,-65.803021,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0437,Darlington,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,48.050845,-66.382187,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0438,Daulnay,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,47.416495,-65.459471,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0439,Dauversière,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,47.761282,-65.861454,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0440,Davidson Lake,Dispersed Rural Community,York,Capital & River Valley,45.940881,-67.139453,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0441,Davis Mill,Dispersed Rural Community,Victoria,Northwest & Madawaska,47.027549,-67.610783,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0442,Davis Mill,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.350154,-68.138999,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0443,Dawson Settlement,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.945742,-64.759402,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0444,Dawsonville,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,47.930655,-66.893196,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0445,Day Hill,Dispersed Rural Community,York,Capital & River Valley,45.979031,-67.144204,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0446,Days Corner,Locality,Kings,Fundy & Greater Saint John,45.464994,-66.190281,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0447,Days Landing,Locality,Kings,Fundy & Greater Saint John,45.371992,-66.2046,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0448,DeWolfe,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.338025,-67.284054,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0449,Dead Creek,Dispersed Rural Community,York,Capital & River Valley,45.870522,-67.514234,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0450,Deadmans Harbour,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.052853,-66.767631,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-0451,Debec,Dispersed Rural Community,Carleton,Capital & River Valley,46.073575,-67.689528,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
